0.03,10cmapr,10cmdec,10cmfeb,10cmjan,10cmjul,10cmjun,10cmmar,10cmmay,10cmnov,10cmsep,1cmapr,1cmdec,1cmfeb,1cmjan,1cmjul,1cmjun,1cmmar,1cmmay,1cmnov,1cmsep,2cmapr,2cmdec,2cmfeb,2cmjan,2cmjul,2cmjun,2cmmar,2cmmay,2cmnov,2cmsep,3cmapr,3cmdec,3cmfeb,3cmjan,3cmjul,3cmjun,3cmmar,3cmmay,3cmnov,3cmsep,4cmapr,4cmdec,4cmfeb,4cmjan,4cmjul,4cmjun,4cmmar,4cmmay,4cmnov,4cmsep,5cmapr,5cmdec,5cmfeb,5cmjan,5cmjul,5cmjun,5cmmar,5cmmay,5cmnov,5cmsep,6cmapr,6cmdec,6cmfeb,6cmjan,6cmjul,6cmjun,6cmmar,6cmmay,6cmnov,6cmsep,7cmapr,7cmdec,7cmfeb,7cmjan,7cmjul,7cmjun,7cmmar,7cmmay,7cmnov,7cmsep,8cmapr,8cmdec,8cmfeb,8cmjan,8cmjul,8cmjun,8cmmar,8cmmay,8cmnov,9cmapr,9cmdec,9cmfeb,9cmjan,9cmjul,9cmjun,9cmmar,9cmmay,9cmnov,9cmsep,blank12mar18,std1,std2,std3,std4,std5,OTU,Seqs,Taxonomy
Otu0041,0,1,41,36,6,0,0,11,38,0,2,0,7,59,19,12,0,0,13,6,0,1,4,20,0,5,0,0,10,2,0,68,6,14,45,12,0,1,22,5,0,0,9,1,54,13,9,0,12,6,1,14,6,0,62,7,23,9,42,8,8,0,6,1,19,15,76,0,47,0,2,0,27,13,0,8,3,0,9,2,0,19,51,12,0,14,0,0,23,113,0,102,22,0,0,0,9,11,0,0,0,0,0,0,0,Otu0041,1354,Eukaryota(100);Alveolata(100);Apicomplexa(100);Gregarinomorphea(100);Gregarines_GRE1(100);Gregarines_GRE1_X(100);Gregarines_GRE1_XX(100);Gregarines_GRE1_XX_sp.(100);
Otu0042,0,0,0,52,0,0,0,0,128,0,0,3,311,19,0,1,140,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,21,10,0,1,0,0,0,0,0,0,69,11,88,0,0,16,0,7,0,0,92,63,0,0,0,38,0,28,6,12,0,53,0,0,0,0,7,67,0,0,49,4,0,0,18,0,0,0,0,0,0,Otu0042,1345,Eukaryota(100);Opisthokonta(100);Metazoa(100);Nematoda(100);Chromadorea(100);Chromadorea_X(100);Chromadorea_X_unclassified(100);Chromadorea_X_unclassified(100);
Otu0043,103,0,9,10,15,5,0,15,42,40,0,4,10,0,0,6,1,0,7,1,1,1,4,1,0,4,0,0,15,2,0,15,3,0,5,9,0,0,19,9,0,4,1,3,5,8,0,0,56,21,1,18,0,1,20,0,11,0,36,23,5,2,2,1,16,0,16,0,16,10,10,2,4,0,13,1,8,0,14,33,64,15,6,3,7,10,0,0,47,144,0,3,12,64,38,0,1,66,54,0,0,0,1,0,0,Otu0043,1252,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Ebriida(100);TAGIRI1-lineage(100);TAGIRI1-lineage_X(100);TAGIRI1-lineage_X_sp.(100);
Otu0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Otu0044,1248,Eukaryota(100);Amoebozoa(100);Lobosa(100);Tubulinea(100);Leptomyxida(100);Flabellulidae(100);Paraflabellula(100);Paraflabellula_sp.(100);
Otu0045,124,0,11,9,22,7,0,7,48,39,0,5,5,1,6,3,1,0,3,9,4,2,8,10,3,6,0,0,19,8,0,10,6,0,6,2,2,0,25,6,0,4,2,4,12,5,4,0,48,10,0,12,4,2,19,1,10,1,46,25,0,2,12,0,9,2,27,0,54,5,0,12,18,3,30,7,5,0,36,29,0,37,27,2,9,7,2,0,45,1,1,24,2,45,23,3,3,41,78,0,0,0,0,0,0,Otu0045,1227,Eukaryota(100);Stramenopiles(100);Ochrophyta(100);Bacillariophyta(100);Bacillariophyta_X(100);Araphid-pennate(100);Araphid-pennate_unclassified(100);Araphid-pennate_unclassified(100);
Otu0046,36,0,0,10,34,0,0,0,6,27,0,3,19,3,34,4,4,0,131,154,0,2,3,14,0,1,1,0,161,5,0,4,2,4,20,1,0,0,286,2,0,0,2,0,5,5,0,1,17,8,0,1,0,0,5,1,3,0,14,8,0,0,3,0,6,0,12,0,10,2,0,0,6,6,18,1,0,0,18,18,0,3,2,1,2,0,0,0,7,0,0,4,0,9,2,0,0,8,18,0,0,0,0,0,0,Otu0046,1197,Eukaryota(100);Stramenopiles(100);Ochrophyta(100);Bacillariophyta(100);Bacillariophyta_X(100);Raphid-pennate(100);Navicula(100);Navicula_unclassified(98);
Otu0047,250,1,35,11,2,0,0,0,48,20,3,1,13,0,1,17,0,0,16,8,2,2,5,2,0,0,0,0,14,3,0,2,1,3,4,11,0,0,23,4,0,9,1,6,12,6,1,0,11,2,0,4,3,0,41,0,13,1,28,18,1,7,3,0,13,0,10,0,7,1,5,5,8,2,13,1,0,0,11,15,43,20,4,17,9,9,0,0,28,129,1,1,3,20,44,0,11,78,4,0,0,0,1,0,0,Otu0047,1182,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Cryomonadida(100);Cryomonadida_unclassified(100);Cryomonadida_unclassified(100);Cryomonadida_unclassified(100);
Otu0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otu0048,1171,Eukaryota(100);Opisthokonta(100);Metazoa(100);Platyhelminthes(100);Turbellaria(100);Rhabdocoela(100);Placorhynchus(100);Placorhynchus_unclassified(100);
Otu0049,174,0,1,12,16,10,0,0,29,25,2,5,17,0,1,2,1,0,0,2,1,0,7,1,5,1,0,0,7,2,0,4,0,0,3,8,0,0,40,31,0,6,1,6,7,0,0,0,0,14,1,14,0,0,5,2,8,0,9,24,8,2,5,0,10,3,18,0,22,13,12,7,5,4,0,4,5,0,11,79,26,19,8,3,19,3,0,0,63,119,1,5,12,63,24,0,4,16,27,0,0,0,1,0,0,Otu0049,1125,Eukaryota(100);Alveolata(100);Ciliophora(100);Spirotrichea(100);Strombidiida(100);Strombidiidae_R(100);Strombidiidae_R_unclassified(76);Strombidiidae_R_unclassified(76);
Otu0050,60,1,17,2,18,3,0,10,33,28,1,0,5,4,7,13,2,0,8,9,2,1,0,7,4,4,0,0,30,6,1,14,1,4,12,8,0,0,14,3,0,4,2,0,6,12,1,0,60,12,0,7,2,3,41,2,12,0,70,31,5,2,8,0,15,3,20,0,86,6,17,8,25,1,6,13,3,0,28,11,10,12,29,5,4,5,0,0,21,49,2,12,3,16,36,0,2,45,6,0,0,0,0,0,0,Otu0050,1111,Eukaryota(100);Archaeplastida(100);Chlorophyta(100);Pyramimonadales(100);Pyramimonadales_X(100);Pyramimonadales_XX(100);Pterosperma(91);Pterosperma_sp.(51);
Otu0051,0,0,0,58,0,0,0,0,0,0,0,5,0,0,9,32,1,0,30,0,0,29,13,55,0,0,0,0,42,45,0,0,0,80,0,18,0,0,130,0,0,1,6,0,0,0,0,0,75,0,0,0,0,14,0,0,0,0,190,0,0,0,0,24,0,0,0,0,0,0,0,71,123,19,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Otu0051,1085,Eukaryota(100);Opisthokonta(100);Metazoa(100);Nematoda(100);Chromadorea(100);Chromadorea_X(100);Chromadorea_X_unclassified(100);Chromadorea_X_unclassified(100);
Otu0052,95,0,4,9,15,8,0,4,44,48,0,9,15,2,7,7,0,0,22,17,2,2,4,6,2,2,0,0,25,5,0,5,8,3,9,7,1,0,21,11,0,3,0,4,7,2,0,0,43,41,0,5,0,1,29,0,6,0,81,26,0,3,2,1,12,2,18,0,43,6,4,1,4,6,23,4,4,0,26,40,2,17,16,14,1,4,1,0,23,0,0,3,4,46,35,1,7,19,20,0,0,0,0,0,0,Otu0052,1079,Eukaryota(100);Alveolata(100);Dinoflagellata(100);Dinophyceae(100);Dinophyceae_unclassified(66);Dinophyceae_unclassified(66);Dinophyceae_unclassified(66);Dinophyceae_unclassified(66);
Otu0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otu0053,1043,Eukaryota(100);Opisthokonta(100);Metazoa(100);Platyhelminthes(100);Turbellaria(100);Rhabdocoela(100);Zonorhynchus(100);Zonorhynchus_seminascatus(100);
Otu0054,112,0,5,4,16,4,0,6,89,32,0,2,5,0,1,1,0,0,4,7,0,0,2,2,0,0,0,0,11,4,0,10,2,1,4,5,0,0,16,3,0,3,1,2,6,7,0,0,24,13,0,9,2,1,11,0,5,0,24,18,0,0,5,1,15,0,33,0,14,2,2,14,8,1,20,6,3,0,12,22,13,43,27,4,9,8,1,0,40,6,0,12,4,50,38,0,7,39,95,0,0,0,1,0,0,Otu0054,1029,Eukaryota(100);Stramenopiles(100);Ochrophyta(100);Bacillariophyta(100);Bacillariophyta_X(100);Radial-centric-basal-Coscinodiscophyceae(100);Paralia(100);Paralia_longispina(100);
Otu0055,93,0,7,3,4,4,0,1,50,88,1,4,6,0,3,18,0,0,0,2,0,1,5,0,1,23,0,0,3,10,0,1,14,1,8,7,0,0,14,2,0,7,2,1,4,8,1,0,36,46,0,4,0,0,8,0,4,0,82,44,0,1,0,0,14,0,24,0,19,2,3,3,0,0,9,1,10,0,29,24,18,7,1,1,4,8,0,0,66,34,0,1,7,32,13,0,10,28,18,0,0,0,0,0,0,Otu0055,1008,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Ventricleftida(100);CCW10-lineage(100);CCW10-lineage_X(100);CCW10-lineage_X_sp.(100);
Otu0056,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,151,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otu0056,1001,Eukaryota(100);Opisthokonta(100);Metazoa(100);Platyhelminthes(100);Turbellaria(100);Rhabdocoela(100);Acrorhynchides(100);Acrorhynchides_robustus(100);
Otu0057,51,0,15,3,1,0,0,11,22,29,0,3,14,0,1,14,0,0,0,0,4,1,2,2,1,3,0,0,0,6,0,0,5,0,15,12,0,0,0,8,0,16,3,0,21,16,1,0,15,10,0,45,0,0,23,0,0,0,21,76,1,5,1,1,9,2,38,0,30,3,14,0,2,2,36,4,6,0,56,95,16,10,3,5,23,6,0,0,0,16,0,4,6,71,16,0,10,0,15,0,0,0,1,0,0,Otu0057,977,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Cryomonadida(100);Protaspa-lineage(100);Protaspa-lineage_X(100);Protaspa-lineage_X_sp.(100);
Otu0058,189,0,0,0,97,9,0,7,0,17,0,1,30,2,5,0,3,0,8,3,5,3,4,0,0,0,0,0,69,8,0,0,0,1,0,32,0,0,0,0,0,12,0,3,0,0,0,0,13,9,0,6,2,0,13,3,18,0,65,20,0,0,22,0,15,2,31,0,24,0,0,0,15,9,0,13,25,0,4,28,0,0,8,5,1,1,0,0,24,0,1,39,0,0,0,0,0,0,36,0,0,0,0,0,0,Otu0058,960,Eukaryota(100);Alveolata(100);Dinoflagellata(100);Dinophyceae(100);Gonyaulacales(100);Gonyaulacaceae(100);Gonyaulax(100);Gonyaulax_verior(100);
Otu0059,55,0,17,18,13,16,0,15,99,26,0,0,0,2,4,3,0,0,1,14,1,0,4,2,0,1,0,0,0,1,0,1,0,1,23,6,0,0,0,13,0,1,0,6,7,1,0,0,24,24,0,9,0,0,19,0,24,0,41,4,0,3,6,1,5,1,7,0,44,2,0,0,7,0,27,6,4,0,74,9,1,19,5,13,7,10,1,0,64,5,1,7,9,20,24,1,5,35,38,0,0,0,0,0,0,Otu0059,957,Eukaryota(100);Alveolata(100);Dinoflagellata(100);Syndiniales(100);Dino-Group-I(100);Dino-Group-I-Clade-4(100);Dino-Group-I-Clade-4_X(100);Dino-Group-I-Clade-4_X_sp.(100);
Otu0060,43,0,16,0,10,25,0,32,0,0,0,0,48,0,0,9,0,0,0,0,0,0,0,12,3,0,0,0,0,2,0,0,0,0,0,26,1,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,4,1,14,9,0,2,0,0,1,16,0,0,0,7,0,1,1,0,24,0,0,0,0,121,33,77,4,0,0,0,0,67,0,0,36,6,71,171,0,0,0,1,0,0,0,3,0,0,Otu0060,953,Eukaryota(100);Opisthokonta(100);Metazoa(100);Rotifera(100);Rotifera_X(100);Rotifera_XX(100);Rotifera_XX_unclassified(89);Rotifera_XX_unclassified(89);
Otu0061,97,0,14,3,12,4,0,3,74,38,1,2,31,1,0,13,5,0,15,2,0,5,2,5,0,4,0,0,16,2,0,2,4,0,8,2,0,0,7,13,0,3,4,3,11,5,0,0,14,12,0,10,0,0,24,0,1,0,22,10,1,0,3,0,15,0,10,0,6,6,9,6,1,1,5,1,1,0,5,37,29,16,4,2,12,2,0,0,58,40,0,4,1,35,34,0,7,22,60,0,0,0,0,0,0,Otu0061,937,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Cryomonadida(100);Protaspa-lineage(100);Protaspa-lineage_X(65);Protaspa-lineage_X_sp.(65);
Otu0062,0,0,43,40,85,0,0,0,2,12,0,2,0,0,3,8,0,0,0,4,0,0,1,32,11,4,0,0,44,13,0,15,2,10,24,5,0,0,42,14,0,19,0,1,34,0,15,0,10,4,0,0,0,3,72,0,25,4,43,13,0,1,9,9,5,4,56,0,1,0,0,2,35,0,0,0,0,0,0,8,1,5,67,6,0,0,1,0,0,0,3,29,1,0,17,3,0,6,9,0,0,0,0,0,0,Otu0062,937,Eukaryota(100);Opisthokonta(100);Metazoa(100);Nematoda(100);Chromadorea(100);Chromadorea_X(100);Chromadorea_X_unclassified(100);Chromadorea_X_unclassified(100);
Otu0063,1,0,0,2,0,0,0,9,53,24,0,8,2,1,2,8,0,0,7,3,0,0,11,11,0,2,0,0,27,2,0,0,6,0,3,4,0,0,20,21,0,7,2,0,12,3,0,0,0,15,0,21,0,0,160,0,9,0,42,19,0,6,4,3,9,0,6,0,8,10,8,4,3,8,15,2,9,0,9,12,39,5,1,6,9,3,0,0,18,30,0,0,1,29,61,1,5,67,17,0,0,0,0,0,0,Otu0063,925,Eukaryota(100);Alveolata(100);Ciliophora(100);Spirotrichea(100);Strombidiida(93);Strombidiida_unclassified(76);Strombidiida_unclassified(76);Strombidiida_unclassified(76);
Otu0064,175,0,36,14,4,3,0,5,109,94,0,0,9,1,1,1,5,0,4,10,3,2,2,10,1,4,1,0,3,1,0,23,1,4,2,20,0,0,4,3,0,7,3,4,0,1,0,0,7,5,0,14,0,0,24,0,6,1,14,0,0,3,5,1,11,0,17,0,6,5,0,7,1,3,40,0,4,0,12,3,0,10,13,10,0,2,0,0,45,0,1,1,0,4,1,1,4,13,47,0,0,0,0,0,0,Otu0064,911,Eukaryota(100);Alveolata(100);Dinoflagellata(100);Dinophyceae(100);Peridiniales(94);Peridiniales_unclassified(55);Peridiniales_unclassified(55);Peridiniales_unclassified(55);
Otu0065,51,0,4,3,12,3,0,1,33,33,0,0,5,0,2,10,0,0,10,6,3,1,4,3,1,12,0,0,22,1,0,2,5,0,12,11,0,0,12,10,0,2,1,2,10,4,1,0,37,17,0,7,0,0,28,3,12,3,37,31,0,1,1,0,20,0,16,0,28,14,6,8,5,3,10,2,5,0,25,62,14,18,5,5,17,5,0,0,50,13,0,4,4,22,23,1,4,24,22,0,0,0,0,0,0,Otu0065,904,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Imbricatea(100);Filosa-Imbricatea_X(100);Novel-clade-2(100);Novel-clade-2_X(100);Novel-clade-2_X_sp.(100);
Otu0066,687,0,0,0,0,0,0,0,2,1,0,1,1,0,2,4,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,4,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,4,6,152,0,3,1,1,0,0,0,0,0,0,0,0,0,0,Otu0066,902,Eukaryota(100);Opisthokonta(100);Metazoa(100);Hemichordata(100);Hemichordata_X(100);Hemichordata_XX(100);Hemichordata_XX_unclassified(99);Hemichordata_XX_unclassified(99);
Otu0067,79,0,2,1,27,3,0,2,64,27,0,0,15,0,0,8,0,0,6,6,1,0,4,3,0,6,0,0,19,7,0,3,2,0,6,6,0,0,12,2,0,4,1,1,4,3,0,0,46,10,0,5,0,0,20,0,11,0,32,20,0,4,1,0,17,0,9,0,13,7,8,1,0,0,18,0,0,0,15,18,61,7,2,5,6,2,0,0,20,63,0,1,9,27,10,0,6,69,9,0,0,0,0,0,0,Otu0067,876,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Cryomonadida(100);Cryothecomonas-lineage(100);Cryothecomonas(55);Cryothecomonas_unclassified(55);
Otu0068,58,0,12,8,31,13,0,8,29,7,0,1,1,0,1,0,1,0,1,2,0,1,1,8,0,1,0,0,3,2,0,4,6,2,4,4,0,0,1,2,0,9,5,9,3,4,2,0,3,3,0,4,1,0,4,1,9,1,9,14,17,2,0,0,9,0,43,0,9,2,21,13,5,0,29,6,2,0,10,20,43,23,3,11,7,0,1,0,11,150,1,6,0,33,13,2,3,28,42,0,0,0,0,0,0,Otu0068,858,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Imbricatea(100);Filosa-Imbricatea_X(100);Filosa-Imbricatea_XX(100);Filosa-Imbricatea_XXX(100);Filosa-Imbricatea_XXX_sp.(100);
Otu0069,164,0,0,8,8,9,0,0,16,41,3,2,3,2,1,8,3,0,4,4,0,0,3,1,3,0,0,0,16,1,0,6,9,0,2,0,0,0,0,14,0,1,1,10,4,13,1,0,0,9,0,5,0,0,24,1,14,0,28,2,1,2,2,1,0,1,27,0,3,0,0,6,3,4,4,3,1,0,6,21,21,6,1,3,0,10,0,0,17,176,1,3,9,7,48,0,0,24,2,0,0,0,0,0,0,Otu0069,857,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Ebriida(100);Ebriidae(100);Ebria(100);Ebria_tripartita(100);
Otu0070,151,0,0,0,22,19,0,0,0,1,6,0,4,0,0,0,2,0,9,1,1,1,3,13,7,1,0,0,7,8,0,7,0,0,22,0,1,0,12,1,1,3,1,0,9,1,0,0,13,1,0,3,0,0,0,0,0,0,17,24,15,0,14,1,0,6,25,0,26,3,0,22,9,0,0,12,13,0,43,5,1,0,15,0,7,0,0,0,13,56,0,71,0,25,68,0,4,25,0,0,0,0,0,0,0,Otu0070,851,Eukaryota(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);
Otu0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Otu0071,816,Eukaryota(100);Archaeplastida(100);Streptophyta(100);Embryophyceae(100);Embryophyceae_X(100);Embryophyceae_XX(100);Ruppia(100);Ruppia_maritima(100);
Otu0072,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,734,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,Otu0072,775,Eukaryota(100);Alveolata(100);Apicomplexa(100);Gregarinomorphea(100);Eugregarinorida(100);Eugregarinorida_unclassified(100);Eugregarinorida_unclassified(100);Eugregarinorida_unclassified(100);
Otu0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otu0073,763,Eukaryota(100);Opisthokonta(100);Metazoa(100);Platyhelminthes(100);Turbellaria(100);Rhabdocoela(100);Zonorhynchus(100);Zonorhynchus_unclassified(100);
Otu0074,0,0,0,10,0,0,0,0,0,0,0,4,0,0,2,0,0,0,7,4,0,0,0,2,1,12,0,0,62,0,0,1,0,0,7,2,0,0,28,0,0,0,0,7,5,2,1,0,146,10,0,1,0,0,52,1,0,0,105,6,0,0,2,0,1,0,28,0,45,0,4,0,5,0,0,0,1,0,33,11,19,0,0,6,0,10,0,0,73,14,0,0,3,0,18,0,2,0,0,0,0,0,0,0,0,Otu0074,753,Eukaryota(100);Opisthokonta(100);Metazoa(100);Arthropoda(100);Crustacea(100);Crustacea_X(100);Crustacea_XX(100);Crustacea_XX_sp.(100);
Otu0075,91,0,0,6,0,0,0,0,113,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,14,0,0,0,0,5,0,0,1,0,128,0,0,0,7,0,44,0,0,0,55,0,0,8,1,0,0,0,0,0,30,12,0,0,0,0,0,0,0,0,24,0,0,22,9,0,0,9,0,0,0,0,0,0,8,0,56,0,0,56,0,0,0,0,0,0,0,Otu0075,732,Eukaryota(100);Alveolata(100);Ciliophora(100);CONThreeP(100);CONThreeP_X(100);CONThreeP_XX(100);Askenasia(100);Askenasia_sp.(100);
Otu0076,44,0,4,1,5,0,0,178,13,11,0,0,0,3,0,1,0,0,0,0,0,1,1,2,1,1,5,1,0,0,0,7,1,2,2,2,2,0,2,0,0,2,2,3,0,4,14,1,6,0,0,2,2,2,19,1,5,5,11,3,0,0,0,0,7,0,10,0,36,0,0,10,19,0,4,34,1,0,6,5,4,2,0,8,0,2,1,0,2,2,3,7,1,2,14,0,143,2,6,0,0,0,0,0,0,Otu0076,703,Eukaryota(100);Alveolata(100);Apicomplexa(100);Gregarinomorphea(100);Eugregarinorida(100);Lecudinidae(100);Lecudinidae_unclassified(100);Lecudinidae_unclassified(100);
Otu0077,17,0,0,9,1,4,0,0,5,5,0,3,28,8,4,34,18,0,195,14,0,0,9,8,2,11,0,0,67,1,1,12,4,1,13,2,0,0,40,5,0,7,2,1,2,8,0,0,15,1,0,0,1,0,2,0,0,0,18,5,0,2,3,0,2,1,12,0,16,0,0,4,1,3,1,0,1,0,14,3,0,3,5,1,1,0,0,0,12,0,0,5,5,0,14,0,3,5,2,0,0,0,0,0,0,Otu0077,702,Eukaryota(100);Stramenopiles(100);Ochrophyta(100);Bacillariophyta(100);Bacillariophyta_X(100);Raphid-pennate(100);Nitzschia(95);Nitzschia_unclassified(95);
Otu0078,76,0,4,2,10,3,0,0,48,24,0,1,4,0,0,1,0,0,7,8,0,0,5,4,1,3,0,0,17,1,0,3,3,0,3,5,0,0,15,6,0,3,1,3,7,2,0,0,28,9,0,8,0,0,12,0,7,1,33,15,0,1,9,0,14,0,21,0,19,4,1,5,6,1,14,2,4,0,12,20,5,7,10,3,5,2,0,0,25,3,0,8,0,27,29,1,2,30,24,0,0,0,0,0,0,Otu0078,697,Eukaryota(100);Stramenopiles(100);Ochrophyta(100);Bacillariophyta(100);Bacillariophyta_X(100);Araphid-pennate(100);Araphid-pennate_unclassified(100);Araphid-pennate_unclassified(100);
Otu0079,0,0,0,0,0,0,0,0,119,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0,1,0,0,0,0,0,0,0,0,78,0,0,0,0,12,94,0,0,0,0,0,0,0,1,31,0,38,0,0,106,0,0,0,17,0,0,4,21,0,0,0,0,0,0,0,0,Otu0079,668,Eukaryota(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);Eukaryota_unclassified(100);
Otu0080,33,0,0,0,7,0,0,3,14,66,0,0,10,1,1,8,0,0,5,3,3,1,6,1,2,9,0,0,25,5,0,4,4,0,4,2,0,0,7,3,0,0,0,5,4,1,0,0,42,9,0,10,1,0,10,0,7,1,60,8,0,0,0,0,10,0,6,0,30,7,9,1,0,1,16,0,0,0,11,25,7,13,0,2,4,0,0,0,19,53,0,0,2,9,8,0,7,12,19,0,0,0,0,0,0,Otu0080,656,Eukaryota(100);Rhizaria(100);Cercozoa(100);Filosa-Thecofilosea(100);Cryomonadida(100);Cryothecomonas-lineage(100);Cryothecomonas-lineage_X(100);Cryothecomonas-lineage_X_sp.(100);
Otu0081,26,0,9,6,4,0,0,1,3,10,0,4,18,3,3,55,1,0,169,23,0,1,5,3,0,6,1,0,61,0,0,2,6,1,2,24,0,0,22,2,0,5,0,1,0,6,0,0,29,1,0,1,1,0,5,2,2,1,11,1,0,2,5,2,0,0,9,0,5,2,0,5,5,3,0,1,0,0,7,10,0,7,5,2,0,4,0,0,13,0,1,6,3,0,3,0,1,5,2,0,0,0,0,0,0,Otu0081,645,Eukaryota(100);Stramenopiles(100);Ochrophyta(100);Bacillariophyta(100);Bacillariophyta_X(100);Raphid-pennate(100);Navicula(100);Navicula_phyllepta(97);
Otu0082,0,0,5,4,6,0,0,0,18,13,4,3,12,0,0,5,0,0,3,0,0,0,11,6,1,1,1,0,13,3,0,5,8,1,1,2,1,0,6,9,0,0,0,4,7,4,1,0,18,5,0,3,0,2,7,0,8,3,6,7,3,0,2,1,1,1,26,0,12,4,5,8,0,3,17,12,1,0,7,16,41,18,10,3,5,4,0,0,46,116,0,7,2,13,14,0,0,6,22,0,0,0,1,0,0,Otu0082,644,Eukaryota(100);Alveolata(100);Ciliophora(100);Spirotrichea(100);Strombidiida(100);Strombidiidae_R(100);Strombidium_R(100);Strombidium_R_sp.(100);
